cpu,ram,swap,disk
19.1,68.6,64.2,69.0
31.8,68.6,64.2,69.0
25.6,68.8,64.2,69.0
10.0,68.8,64.2,69.0
7.0,68.8,64.2,69.0
9.2,68.8,64.2,69.0
49.7,68.8,64.2,69.0
53.4,68.7,64.2,69.0
4.9,68.7,64.2,69.0
8.7,68.7,64.2,69.0
4.3,68.7,64.2,69.0
5.6,68.7,64.2,69.0
4.3,68.7,64.2,69.0
8.0,68.7,64.2,69.0
6.8,68.7,64.2,69.0
5.6,68.7,64.2,69.0
3.7,68.7,64.2,69.0
4.8,68.7,64.2,69.0
4.3,68.7,64.2,69.0
5.6,68.7,64.2,69.0
7.5,68.8,64.2,69.0
0.0,68.8,64.2,69.0
0.0,68.8,64.2,69.0
0.0,68.8,64.2,69.0
6.8,68.8,64.2,69.0
11.5,68.8,64.2,69.0
30.2,68.8,64.2,69.0
27.8,68.8,64.2,69.0
18.8,68.8,64.2,69.0
8.2,68.8,64.2,69.0
7.5,68.8,64.2,69.0
7.9,68.8,64.2,69.0
0.0,68.8,64.2,69.0
0.0,68.8,64.2,69.0
31.0,68.8,64.2,69.0
41.0,68.9,64.2,69.0
44.8,68.9,64.2,69.0
41.7,68.9,64.2,69.0
41.5,68.9,64.2,69.0
30.2,68.9,64.2,69.0
23.0,68.9,64.2,69.0
26.2,68.8,64.2,69.0
17.3,68.9,64.2,69.0
29.7,68.9,64.2,69.0
14.4,68.9,64.2,69.0
18.6,68.9,64.2,69.0
39.9,68.9,64.2,69.0
47.0,68.5,64.2,69.0
38.5,68.5,64.2,69.0
9.8,68.5,64.2,69.0
15.1,68.5,64.2,69.0
13.8,68.5,64.2,69.0
18.4,68.5,64.2,69.0
9.4,68.5,64.2,69.0
15.5,68.5,64.2,69.0
14.8,68.2,64.2,69.0
8.6,68.2,64.2,69.0
6.7,68.2,64.2,69.0
0.0,68.2,64.2,69.0
15.3,68.2,64.2,69.0
13.6,68.3,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
9.8,68.0,64.2,69.0
14.8,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
8.5,68.0,64.2,69.0
6.1,67.9,64.2,69.0
3.7,67.9,64.2,69.0
5.6,67.9,64.2,69.0
11.9,67.9,64.2,69.0
24.7,68.0,64.2,69.0
16.4,68.0,64.2,69.0
6.8,68.0,64.2,69.0
9.2,68.0,64.2,69.0
20.6,68.0,64.2,69.0
8.1,68.0,64.2,69.0
3.7,68.1,64.2,69.0
6.1,68.1,64.2,69.0
5.5,68.1,64.2,69.0
0.0,68.1,64.2,69.0
4.7,68.1,64.2,69.0
4.4,68.1,64.2,69.0
5.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
4.0,68.0,64.2,69.0
4.3,67.9,64.2,69.0
30.1,67.9,64.2,69.0
11.9,68.3,64.2,69.0
11.8,68.3,64.2,69.0
51.5,68.3,64.2,69.0
9.1,68.5,64.2,69.0
16.0,68.5,64.2,69.0
14.3,68.5,64.2,69.0
22.1,68.5,64.2,69.0
35.0,68.5,64.2,69.0
7.0,68.5,64.2,69.0
6.7,68.5,64.2,69.0
13.8,68.3,64.2,69.0
17.5,68.3,64.2,69.0
25.2,68.3,64.2,69.0
9.9,68.3,64.2,69.0
4.4,68.3,64.2,69.0
58.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
9.7,68.3,64.2,69.0
51.9,68.5,64.2,69.0
18.1,68.5,64.2,69.0
10.6,68.5,64.2,69.0
16.7,68.4,64.2,69.0
14.1,68.4,64.2,69.0
15.8,68.3,64.2,69.0
18.1,68.5,64.2,69.0
5.6,68.5,64.2,69.0
0.0,68.5,64.2,69.0
5.3,68.5,64.2,69.0
13.0,68.5,64.2,69.0
12.9,68.5,64.2,69.0
8.1,68.5,64.2,69.0
14.8,68.4,64.2,69.0
9.9,68.4,64.2,69.0
59.3,68.4,64.2,69.0
34.2,68.4,64.2,69.0
34.6,68.4,64.2,69.0
11.2,68.4,64.2,69.0
6.2,68.4,64.2,69.0
67.5,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
13.0,68.4,64.2,69.0
9.8,68.2,64.2,69.0
9.1,68.2,64.2,69.0
8.1,68.2,64.2,69.0
8.7,68.2,64.2,69.0
21.3,68.2,64.2,69.0
23.3,68.4,64.2,69.0
23.4,68.4,64.2,69.0
16.1,68.4,64.2,69.0
39.9,68.4,64.2,69.0
26.5,68.4,64.2,69.0
33.1,68.6,64.2,69.0
14.2,68.5,64.2,69.0
9.1,68.5,64.2,69.0
0.0,68.5,64.2,69.0
9.1,68.5,64.2,69.0
12.9,68.2,64.2,69.0
5.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,67.9,64.2,69.0
7.9,67.9,64.2,69.0
7.8,67.9,64.2,69.0
6.1,67.9,64.2,69.0
5.7,67.9,64.2,69.0
7.5,67.9,64.2,69.0
3.1,67.9,64.2,69.0
6.6,67.9,64.2,69.0
7.5,67.9,64.2,69.0
5.1,67.9,64.2,69.0
0.0,67.9,64.2,69.0
9.0,67.9,64.2,69.0
9.1,67.9,64.2,69.0
7.6,68.2,64.2,69.0
8.4,68.2,64.2,69.0
5.1,68.2,64.2,69.0
4.3,68.2,64.2,69.0
9.2,68.2,64.2,69.0
5.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
7.2,68.2,64.2,69.0
7.4,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
7.2,67.9,64.2,69.0
10.3,68.0,64.2,69.0
7.5,68.0,64.2,69.0
5.6,68.0,64.2,69.0
5.6,68.0,64.2,69.0
6.3,68.0,64.2,69.0
6.2,68.4,64.2,69.0
13.2,68.5,64.2,69.0
23.9,68.5,64.2,69.0
11.0,68.5,64.2,69.0
10.5,68.5,64.2,69.0
51.0,68.5,64.2,69.0
8.0,68.5,64.2,69.0
30.2,68.5,64.2,69.0
13.7,68.5,64.2,69.0
6.7,68.5,64.2,69.0
26.4,68.5,64.2,69.0
21.0,68.5,64.2,69.0
35.4,68.5,64.2,69.0
30.8,68.5,64.2,69.0
28.8,68.5,64.2,69.0
9.9,68.4,64.2,69.0
7.9,68.4,64.2,69.0
8.1,68.4,64.2,69.0
6.2,68.4,64.2,69.0
8.9,68.4,64.2,69.0
8.1,67.9,64.2,69.0
6.3,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
6.8,68.0,64.2,69.0
8.6,68.0,64.2,69.0
5.6,68.0,64.2,69.0
6.8,68.0,64.2,69.0
7.5,68.0,64.2,69.0
8.4,68.0,64.2,69.0
10.6,68.4,64.2,69.0
6.9,68.4,64.2,69.0
5.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
7.4,68.4,64.2,69.0
6.3,68.2,64.2,69.0
4.4,68.2,64.2,69.0
30.8,68.2,64.2,69.0
15.6,68.2,64.2,69.0
8.0,68.2,64.2,69.0
8.2,67.9,64.2,69.0
10.6,67.9,64.2,69.0
9.1,68.0,64.2,69.0
9.9,68.0,64.2,69.0
4.4,68.0,64.2,69.0
8.0,68.0,64.2,69.0
3.7,68.0,64.2,69.0
6.1,68.0,64.2,69.0
3.8,68.0,64.2,69.0
4.3,68.0,64.2,69.0
6.2,67.9,64.2,69.0
5.0,67.9,64.2,69.0
3.7,67.9,64.2,69.0
6.1,67.9,64.2,69.0
3.1,67.9,64.2,69.0
5.6,67.9,64.2,69.0
15.0,67.9,64.2,69.0
8.6,67.8,64.2,69.0
8.1,67.8,64.2,69.0
14.5,68.0,64.2,69.0
37.3,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
16.7,68.0,64.2,69.0
9.3,68.0,64.2,69.0
23.9,68.0,64.2,69.0
13.1,68.0,64.2,69.0
8.1,68.0,64.2,69.0
13.1,68.0,64.2,69.0
23.4,68.1,64.2,69.0
35.0,68.1,64.2,69.0
28.7,68.3,64.2,69.0
26.1,68.3,64.2,69.0
4.4,68.3,64.2,69.0
8.7,68.3,64.2,69.0
5.4,68.3,64.2,69.0
6.1,67.8,64.2,69.0
3.7,67.8,64.2,69.0
5.7,67.8,64.2,69.0
5.0,67.8,64.2,69.0
6.1,67.8,64.2,69.0
5.6,67.8,64.2,69.0
2.5,67.8,64.2,69.0
6.7,67.8,64.2,69.0
5.5,67.8,64.2,69.0
3.1,67.8,64.2,69.0
7.5,67.8,64.2,69.0
5.6,67.8,64.2,69.0
8.2,67.8,64.2,69.0
6.8,67.8,64.2,69.0
0.0,67.8,64.2,69.0
0.0,67.8,64.2,69.0
0.0,67.8,64.2,69.0
10.2,67.8,64.2,69.0
7.9,68.1,64.2,69.0
7.5,68.1,64.2,69.0
5.7,68.1,64.2,69.0
6.1,68.1,64.2,69.0
5.5,68.1,64.2,69.0
5.7,67.9,64.2,69.0
7.4,67.9,64.2,69.0
10.5,67.9,64.2,69.0
5.6,67.9,64.2,69.0
7.7,67.9,64.2,69.0
7.4,67.8,64.2,69.0
5.0,67.8,64.2,69.0
32.9,68.1,64.2,69.0
7.5,68.1,64.2,69.0
7.5,68.1,64.2,69.0
11.2,68.1,64.2,69.0
9.9,68.3,64.2,69.0
10.5,68.3,64.2,69.0
56.2,68.3,64.2,69.0
21.3,68.3,64.2,69.0
39.3,68.4,64.2,69.0
14.2,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
7.3,68.4,64.2,69.0
16.0,68.1,64.2,69.0
13.3,68.1,64.2,69.0
14.4,68.4,64.2,69.0
15.7,68.4,64.2,69.0
17.3,68.4,64.2,69.0
73.1,68.7,64.2,69.0
57.3,68.7,64.2,69.0
80.9,68.7,64.2,69.0
0.0,68.7,64.2,69.0
43.4,68.7,64.2,69.0
10.5,68.4,64.2,69.0
26.2,68.4,64.2,69.0
9.8,68.4,64.2,69.0
14.1,68.4,64.2,69.0
13.6,68.4,64.2,69.0
15.4,68.3,64.2,69.0
61.0,68.3,64.2,69.0
25.2,68.3,64.2,69.0
21.7,68.3,64.2,69.0
8.6,68.3,64.2,69.0
41.4,68.4,64.2,69.0
25.2,68.4,64.2,69.0
14.1,68.4,64.2,69.0
9.5,68.4,64.2,69.0
18.0,68.4,64.2,69.0
42.9,68.4,64.2,69.0
21.2,68.4,64.2,69.0
27.2,68.4,64.2,69.0
0.0,68.4,64.2,69.0
6.8,68.4,64.2,69.0
6.9,68.2,64.2,69.0
3.7,68.2,64.2,69.0
5.0,68.2,64.2,69.0
6.8,68.2,64.2,69.0
4.3,68.2,64.2,69.0
5.0,67.9,64.2,69.0
6.7,67.9,64.2,69.0
8.6,67.9,64.2,69.0
2.5,67.9,64.2,69.0
5.5,67.9,64.2,69.0
4.4,67.9,64.2,69.0
4.9,67.9,64.2,69.0
5.6,67.9,64.2,69.0
8.1,67.9,64.2,69.0
4.9,67.9,64.2,69.0
4.4,67.9,64.2,69.0
4.9,67.9,64.2,69.0
3.8,67.9,64.2,69.0
3.1,67.9,64.2,69.0
3.7,67.9,64.2,69.0
4.4,67.9,64.2,69.0
3.8,67.9,64.2,69.0
6.2,67.9,64.2,69.0
5.5,67.9,64.2,69.0
8.8,67.9,64.2,69.0
14.4,68.1,64.2,69.0
18.1,68.1,64.2,69.0
24.7,68.1,64.2,69.0
19.8,68.1,64.2,69.0
20.7,68.1,64.2,69.0
11.2,68.4,64.2,69.0
8.7,68.4,64.2,69.0
8.6,68.4,64.2,69.0
7.4,68.4,64.2,69.0
6.3,68.4,64.2,69.0
15.0,68.4,64.2,69.0
8.8,68.4,64.2,69.0
18.7,68.4,64.2,69.0
59.7,68.4,64.2,69.0
33.5,68.4,64.2,69.0
21.0,68.5,64.2,69.0
10.5,68.6,64.2,69.0
8.6,68.6,64.2,69.0
10.0,68.6,64.2,69.0
29.4,68.6,64.2,69.0
39.2,68.6,64.2,69.0
19.6,68.6,64.2,69.0
10.6,68.6,64.2,69.0
5.0,68.6,64.2,69.0
2.5,68.6,64.2,69.0
6.1,68.2,64.2,69.0
4.4,68.2,64.2,69.0
4.9,68.3,64.2,69.0
0.0,68.3,64.2,69.0
4.6,67.9,64.2,69.0
4.4,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
9.0,67.9,64.2,69.0
5.6,68.1,64.2,69.0
21.1,68.3,64.2,69.0
10.4,68.1,64.2,69.0
5.6,68.1,64.2,69.0
11.1,68.1,64.2,69.0
14.4,68.3,64.2,69.0
18.5,68.3,64.2,69.0
8.0,68.3,64.2,69.0
4.9,68.3,64.2,69.0
6.1,68.3,64.2,69.0
4.4,68.3,64.2,69.0
3.1,68.3,64.2,69.0
5.0,68.3,64.2,69.0
3.1,68.3,64.2,69.0
6.9,68.3,64.2,69.0
4.3,68.3,64.2,69.0
4.9,68.3,64.2,69.0
5.6,68.3,64.2,69.0
4.3,68.3,64.2,69.0
8.7,68.3,64.2,69.0
9.2,68.1,64.2,69.0
8.1,68.1,64.2,69.0
18.9,68.1,64.2,69.0
0.0,68.1,64.2,69.0
9.6,68.1,64.2,69.0
13.0,68.3,64.2,69.0
5.6,68.3,64.2,69.0
9.3,68.5,64.2,69.0
6.2,68.5,64.2,69.0
8.8,68.5,64.2,69.0
8.6,68.5,64.2,69.0
15.5,68.5,64.2,69.0
18.4,68.5,64.2,69.0
6.1,68.5,64.2,69.0
49.7,68.5,64.2,69.0
30.9,68.5,64.2,69.0
8.9,68.5,64.2,69.0
6.8,68.5,64.2,69.0
6.3,68.5,64.2,69.0
7.4,68.5,64.2,69.0
10.9,68.5,64.2,69.0
6.9,68.1,64.2,69.0
10.6,68.1,64.2,69.0
0.0,68.1,64.2,69.0
18.3,68.1,64.2,69.0
7.9,68.5,64.2,69.0
59.4,68.5,64.2,69.0
19.0,68.5,64.2,69.0
22.2,68.5,64.2,69.0
6.3,68.5,64.2,69.0
5.0,68.5,64.2,69.0
3.7,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
5.6,68.5,64.2,69.0
4.4,68.0,64.2,69.0
5.0,68.0,64.2,69.0
9.3,68.0,64.2,69.0
9.3,68.0,64.2,69.0
6.2,68.0,64.2,69.0
13.7,68.3,64.2,69.0
6.8,68.3,64.2,69.0
5.6,68.3,64.2,69.0
0.0,68.3,64.2,69.0
8.8,68.3,64.2,69.0
8.4,68.5,64.2,69.0
8.7,68.5,64.2,69.0
20.5,68.5,64.2,69.0
8.0,68.5,64.2,69.0
3.7,68.5,64.2,69.0
6.8,68.2,64.2,69.0
2.5,68.2,64.2,69.0
3.7,68.2,64.2,69.0
4.9,68.2,64.2,69.0
4.3,68.2,64.2,69.0
6.8,68.0,64.2,69.0
4.3,68.0,64.2,69.0
4.3,68.0,64.2,69.0
3.8,68.0,64.2,69.0
10.6,68.0,64.2,69.0
9.3,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
7.2,67.9,64.2,69.0
9.9,68.2,64.2,69.0
6.9,68.2,64.2,69.0
8.7,68.4,64.2,69.0
7.5,68.4,64.2,69.0
13.5,68.4,64.2,69.0
10.0,68.4,64.2,69.0
9.1,68.4,64.2,69.0
9.9,68.2,64.2,69.0
8.2,68.4,64.2,69.0
13.9,68.4,64.2,69.0
18.1,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
23.1,68.6,64.2,69.0
14.1,68.4,64.2,69.0
8.1,68.4,64.2,69.0
8.9,68.4,64.2,69.0
0.0,68.4,64.2,69.0
6.7,68.4,64.2,69.0
28.4,68.3,64.2,69.0
7.5,68.3,64.2,69.0
9.6,68.3,64.2,69.0
4.5,68.3,64.2,69.0
60.5,68.3,64.2,69.0
8.8,68.4,64.2,69.0
28.7,68.4,64.2,69.0
8.0,68.3,64.2,69.0
8.0,68.3,64.2,69.0
6.3,68.3,64.2,69.0
5.6,68.4,64.2,69.0
11.1,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.3,64.2,69.0
24.2,68.5,64.2,69.0
27.5,68.5,64.2,69.0
8.8,68.5,64.2,69.0
7.4,68.5,64.2,69.0
8.1,68.5,64.2,69.0
7.4,68.3,64.2,69.0
62.9,68.5,64.2,69.0
25.8,68.5,64.2,69.0
23.9,68.4,64.2,69.0
9.9,68.4,64.2,69.0
39.1,68.4,64.2,69.0
27.4,68.6,64.2,69.0
20.0,68.6,64.2,69.0
7.9,68.3,64.2,69.0
13.1,68.3,64.2,69.0
8.7,68.3,64.2,69.0
9.3,68.1,64.2,69.0
12.0,68.1,64.2,69.0
8.0,68.1,64.2,69.0
5.6,68.1,64.2,69.0
16.2,68.1,64.2,69.0
10.6,68.2,64.2,69.0
6.9,68.2,64.2,69.0
28.4,68.4,64.2,69.0
47.2,68.4,64.2,69.0
67.5,68.4,64.2,69.0
10.9,68.4,64.2,69.0
12.4,68.4,64.2,69.0
6.2,68.4,64.2,69.0
10.6,68.4,64.2,69.0
16.4,68.4,64.2,69.0
14.5,68.4,64.2,69.0
21.1,68.4,64.2,69.0
6.7,68.4,64.2,69.0
21.7,68.4,64.2,69.0
17.4,68.4,64.2,69.0
13.1,68.6,64.2,69.0
6.8,68.6,64.2,69.0
18.0,68.6,64.2,69.0
33.7,68.6,64.2,69.0
18.6,68.6,64.2,69.0
20.6,68.5,64.2,69.0
9.8,68.5,64.2,69.0
46.0,68.5,64.2,69.0
40.5,68.5,64.2,69.0
34.0,68.5,64.2,69.0
19.5,68.6,64.2,69.0
62.3,68.6,64.2,69.0
28.7,68.6,64.2,69.0
31.1,68.6,64.2,69.0
8.7,68.6,64.2,69.0
3.1,68.4,64.2,69.0
4.9,68.4,64.2,69.0
0.0,67.9,64.2,69.0
0.0,67.9,64.2,69.0
7.4,67.9,64.2,69.0
3.8,67.9,64.2,69.0
6.2,67.9,64.2,69.0
8.7,67.9,64.2,69.0
8.1,67.9,64.2,69.0
6.2,67.9,64.2,69.0
6.7,67.9,64.2,69.0
8.2,67.9,64.2,69.0
7.4,67.9,64.2,69.0
8.0,67.9,64.2,69.0
7.5,67.9,64.2,69.0
12.3,68.1,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
6.6,68.3,64.2,69.0
15.9,68.4,64.2,69.0
38.2,68.4,64.2,69.0
18.3,68.4,64.2,69.0
47.5,68.4,64.2,69.0
38.1,68.4,64.2,69.0
33.7,68.5,64.2,69.0
15.1,68.4,64.2,69.0
48.5,68.4,64.2,69.0
38.0,68.4,64.2,69.0
24.4,68.4,64.2,69.0
7.5,68.4,64.2,69.0
11.9,68.4,64.2,69.0
8.1,68.4,64.2,69.0
9.1,68.4,64.2,69.0
14.8,68.4,64.2,69.0
22.1,68.3,64.2,69.0
11.8,68.3,64.2,69.0
22.4,68.3,64.2,69.0
12.3,68.3,64.2,69.0
6.2,68.3,64.2,69.0
7.4,68.3,64.2,69.0
12.3,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.2,64.2,69.0
16.9,68.3,64.2,69.0
6.3,68.3,64.2,69.0
9.2,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
8.9,68.3,64.2,69.0
4.3,68.3,64.2,69.0
11.5,68.3,64.2,69.0
11.2,68.3,64.2,69.0
13.2,68.3,64.2,69.0
41.1,68.3,64.2,69.0
40.9,68.7,64.2,69.0
40.9,68.7,64.2,69.0
9.3,68.7,64.2,69.0
5.6,68.7,64.2,69.0
15.9,68.7,64.2,69.0
25.2,68.5,64.2,69.0
31.3,68.3,64.2,69.0
28.7,68.3,64.2,69.0
11.8,68.3,64.2,69.0
4.3,68.3,64.2,69.0
5.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
7.3,68.5,64.2,69.0
5.0,68.5,64.2,69.0
5.5,68.5,64.2,69.0
3.7,68.5,64.2,69.0
6.7,68.5,64.2,69.0
6.2,68.5,64.2,69.0
5.0,68.2,64.2,69.0
6.3,68.2,64.2,69.0
6.9,68.3,64.2,69.0
7.3,68.3,64.2,69.0
6.8,68.3,64.2,69.0
11.5,68.3,64.2,69.0
9.1,68.3,64.2,69.0
6.3,68.3,64.2,69.0
8.1,68.3,64.2,69.0
5.0,68.3,64.2,69.0
3.8,68.2,64.2,69.0
26.9,68.2,64.2,69.0
21.3,68.3,64.2,69.0
13.0,68.2,64.2,69.0
5.0,68.2,64.2,69.0
5.5,68.2,64.2,69.0
8.5,68.1,64.2,69.0
5.6,68.1,64.2,69.0
6.9,68.1,64.2,69.0
8.7,68.1,64.2,69.0
7.4,68.2,64.2,69.0
6.2,68.2,64.2,69.0
5.0,68.2,64.2,69.0
29.4,68.2,64.2,69.0
16.7,68.2,64.2,69.0
5.0,68.2,64.2,69.0
3.1,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
4.8,68.2,64.2,69.0
4.9,68.2,64.2,69.0
8.8,68.2,64.2,69.0
10.4,68.1,64.2,69.0
6.8,68.1,64.2,69.0
7.5,68.1,64.2,69.0
7.4,68.2,64.2,69.0
10.6,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
8.7,68.7,64.2,69.0
8.8,68.7,64.2,69.0
5.6,68.7,64.2,69.0
6.3,68.7,64.2,69.0
7.5,68.7,64.2,69.0
7.9,68.7,64.2,69.0
4.4,68.7,64.2,69.0
8.7,68.6,64.2,69.0
8.7,68.6,64.2,69.0
10.9,68.6,64.2,69.0
14.6,68.5,64.2,69.0
24.5,68.6,64.2,69.0
11.2,68.7,64.2,69.0
14.5,68.7,64.2,69.0
21.2,68.7,64.2,69.0
11.5,68.7,64.2,69.0
35.6,68.7,64.2,69.0
47.5,68.5,64.2,69.0
27.2,68.5,64.2,69.0
15.8,68.5,64.2,69.0
9.9,68.5,64.2,69.0
8.7,68.5,64.2,69.0
10.5,68.5,64.2,69.0
8.2,68.3,64.2,69.0
11.0,68.3,64.2,69.0
11.6,68.3,64.2,69.0
14.3,68.7,64.2,69.0
19.4,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.6,64.2,69.0
8.3,68.5,64.2,69.0
73.2,68.5,64.2,69.0
22.7,68.5,64.2,69.0
25.0,68.5,64.2,69.0
9.2,68.5,64.2,69.0
6.9,68.5,64.2,69.0
7.5,68.6,64.2,69.0
6.3,68.6,64.2,69.0
7.5,68.1,64.2,69.0
8.1,68.1,64.2,69.0
7.5,68.1,64.2,69.0
10.4,68.2,64.2,69.0
8.1,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
11.8,68.2,64.2,69.0
6.9,68.4,64.2,69.0
7.5,68.4,64.2,69.0
12.8,68.4,64.2,69.0
6.3,68.4,64.2,69.0
50.6,68.4,64.2,69.0
10.4,68.3,64.2,69.0
28.9,68.5,64.2,69.0
17.8,68.5,64.2,69.0
8.7,68.5,64.2,69.0
3.7,68.5,64.2,69.0
5.6,68.5,64.2,69.0
7.4,68.5,64.2,69.0
11.0,68.5,64.2,69.0
16.3,68.5,64.2,69.0
8.6,68.5,64.2,69.0
17.7,68.2,64.2,69.0
6.2,68.2,64.2,69.0
8.0,68.4,64.2,69.0
9.8,68.4,64.2,69.0
11.2,68.4,64.2,69.0
10.6,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
6.3,68.4,64.2,69.0
11.4,68.4,64.2,69.0
6.3,68.4,64.2,69.0
20.5,68.4,64.2,69.0
23.3,68.4,64.2,69.0
6.3,68.4,64.2,69.0
7.4,68.4,64.2,69.0
7.4,68.4,64.2,69.0
14.4,68.4,64.2,69.0
12.8,68.4,64.2,69.0
39.1,68.4,64.2,69.0
9.8,68.6,64.2,69.0
8.1,68.5,64.2,69.0
7.4,68.6,64.2,69.0
59.6,68.6,64.2,69.0
18.6,68.6,64.2,69.0
24.4,68.6,64.2,69.0
7.8,68.6,64.2,69.0
6.8,68.6,64.2,69.0
8.0,68.6,64.2,69.0
8.2,68.6,64.2,69.0
9.4,68.4,64.2,69.0
8.6,68.4,64.2,69.0
3.8,68.4,64.2,69.0
47.5,68.4,64.2,69.0
15.7,68.4,64.2,69.0
6.2,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.3,64.2,69.0
23.3,68.3,64.2,69.0
7.4,68.5,64.2,69.0
8.0,68.5,64.2,69.0
5.5,68.5,64.2,69.0
9.6,68.5,64.2,69.0
5.5,68.2,64.2,69.0
6.7,68.2,64.2,69.0
3.2,68.0,64.2,69.0
9.8,68.2,64.2,69.0
7.5,68.2,64.2,69.0
7.3,68.2,64.2,69.0
8.9,68.2,64.2,69.0
10.5,68.2,64.2,69.0
10.4,68.5,64.2,69.0
8.0,68.5,64.2,69.0
17.4,68.5,64.2,69.0
12.3,68.6,64.2,69.0
13.1,68.6,64.2,69.0
7.4,68.6,64.2,69.0
0.0,68.6,64.2,69.0
8.2,68.6,64.2,69.0
16.8,68.5,64.2,69.0
20.0,68.6,64.2,69.0
5.5,68.6,64.2,69.0
11.2,68.5,64.2,69.0
3.7,68.5,64.2,69.0
65.2,68.5,64.2,69.0
13.7,68.5,64.2,69.0
27.2,68.5,64.2,69.0
0.0,68.5,64.2,69.0
5.9,68.5,64.2,69.0
6.9,68.5,64.2,69.0
5.0,68.2,64.2,69.0
4.4,68.2,64.2,69.0
12.1,68.2,64.2,69.0
5.0,68.2,64.2,69.0
4.3,68.0,64.2,69.0
8.6,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
9.7,68.0,64.2,69.0
25.8,68.3,64.2,69.0
6.1,68.3,64.2,69.0
17.3,68.5,64.2,69.0
0.0,68.5,64.2,69.0
35.5,68.5,64.2,69.0
25.3,68.5,64.2,69.0
13.4,68.5,64.2,69.0
5.7,68.5,64.2,69.0
11.7,68.5,64.2,69.0
16.2,68.5,64.2,69.0
12.9,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
9.6,68.3,64.2,69.0
13.7,68.3,64.2,69.0
56.6,68.3,64.2,69.0
33.9,68.3,64.2,69.0
21.6,68.3,64.2,69.0
10.6,68.3,64.2,69.0
12.9,68.2,64.2,69.0
14.2,68.3,64.2,69.0
11.4,68.3,64.2,69.0
5.1,68.3,64.2,69.0
12.3,68.3,64.2,69.0
18.0,68.3,64.2,69.0
8.0,68.2,64.2,69.0
5.0,68.2,64.2,69.0
4.3,68.2,64.2,69.0
6.3,68.2,64.2,69.0
11.7,68.2,64.2,69.0
4.4,68.2,64.2,69.0
4.3,68.2,64.2,69.0
4.9,68.2,64.2,69.0
3.1,68.2,64.2,69.0
4.4,68.2,64.2,69.0
5.6,68.2,64.2,69.0
5.5,68.2,64.2,69.0
5.1,68.3,64.2,69.0
4.9,68.3,64.2,69.0
3.7,68.3,64.2,69.0
3.1,68.3,64.2,69.0
6.0,68.3,64.2,69.0
4.4,68.3,64.2,69.0
3.8,68.3,64.2,69.0
9.2,68.3,64.2,69.0
7.4,68.3,64.2,69.0
4.4,68.3,64.2,69.0
9.9,68.3,64.2,69.0
5.6,68.3,64.2,69.0
6.2,68.3,64.2,69.0
4.4,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
