cpu,ram,swap,disk
6.2,68.3,64.2,69.0
5.0,68.3,64.2,69.0
6.9,68.2,64.2,69.0
4.4,68.2,64.2,69.0
9.3,68.2,64.2,69.0
4.4,68.2,64.2,69.0
5.0,68.1,64.2,69.0
7.4,68.1,64.2,69.0
19.3,68.1,64.2,69.0
0.0,68.1,64.2,69.0
5.6,68.1,64.2,69.0
5.5,68.1,64.2,69.0
6.9,68.1,64.2,69.0
12.3,68.1,64.2,69.0
8.9,68.1,64.2,69.0
6.8,68.1,64.2,69.0
12.9,68.3,64.2,69.0
5.6,68.3,64.2,69.0
6.7,68.3,64.2,69.0
12.9,68.4,64.2,69.0
10.4,68.4,64.2,69.0
29.1,68.5,64.2,69.0
12.0,68.5,64.2,69.0
20.9,68.5,64.2,69.0
24.7,68.6,64.2,69.0
10.2,68.6,64.2,69.0
5.1,68.6,64.2,69.0
54.7,68.6,64.2,69.0
10.7,68.6,64.2,69.0
39.8,68.6,64.2,69.0
20.4,68.6,64.2,69.0
18.6,68.5,64.2,69.0
19.3,68.5,64.2,69.0
6.1,68.3,64.2,69.0
63.5,68.5,64.2,69.0
3.8,68.5,64.2,69.0
29.4,68.5,64.2,69.0
7.9,68.5,64.2,69.0
6.9,68.5,64.2,69.0
6.2,68.5,64.2,69.0
5.6,68.5,64.2,69.0
6.3,68.5,64.2,69.0
9.3,68.1,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
7.4,68.0,64.2,69.0
6.4,68.0,64.2,69.0
7.3,68.0,64.2,69.0
6.7,68.0,64.2,69.0
0.0,68.0,64.2,69.0
5.3,68.0,64.2,69.0
21.3,68.1,64.2,69.0
8.3,68.1,64.2,69.0
11.7,68.1,64.2,69.0
5.6,68.1,64.2,69.0
6.7,68.1,64.2,69.0
12.0,68.1,64.2,69.0
6.9,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
21.3,68.1,64.2,69.0
5.5,68.6,64.2,69.0
9.1,68.6,64.2,69.0
35.4,68.6,64.2,69.0
37.2,68.6,64.2,69.0
25.0,68.5,64.2,69.0
13.6,68.4,64.2,69.0
6.7,68.4,64.2,69.0
12.3,68.4,64.2,69.0
0.0,68.4,64.2,69.0
8.4,68.4,64.2,69.0
8.5,68.4,64.2,69.0
7.5,68.3,64.2,69.0
7.5,68.3,64.2,69.0
6.9,68.3,64.2,69.0
5.6,68.3,64.2,69.0
10.2,68.4,64.2,69.0
7.1,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
15.4,68.4,64.2,69.0
8.1,68.6,64.2,69.0
6.9,68.6,64.2,69.0
9.1,68.6,64.2,69.0
6.7,68.6,64.2,69.0
5.7,68.6,64.2,69.0
6.8,68.6,64.2,69.0
7.5,68.6,64.2,69.0
6.3,68.6,64.2,69.0
5.6,68.6,64.2,69.0
8.8,68.6,64.2,69.0
6.8,68.3,64.2,69.0
5.7,68.3,64.2,69.0
9.3,68.3,64.2,69.0
8.9,68.3,64.2,69.0
9.9,68.3,64.2,69.0
8.5,68.3,64.2,69.0
5.7,68.1,64.2,69.0
8.0,68.1,64.2,69.0
9.3,68.1,64.2,69.0
8.2,68.1,64.2,69.0
6.1,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
6.8,68.1,64.2,69.0
10.6,68.3,64.2,69.0
9.3,68.3,64.2,69.0
7.5,68.3,64.2,69.0
8.7,68.5,64.2,69.0
8.1,68.5,64.2,69.0
9.4,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
7.1,68.6,64.2,69.0
11.2,68.6,64.2,69.0
17.8,68.6,64.2,69.0
11.3,68.6,64.2,69.0
7.9,68.6,64.2,69.0
12.7,68.6,64.2,69.0
13.0,68.6,64.2,69.0
9.3,68.6,64.2,69.0
5.6,68.6,64.2,69.0
7.6,68.6,64.2,69.0
5.6,68.6,64.2,69.0
5.6,68.6,64.2,69.0
5.6,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
5.2,68.6,64.2,69.0
6.2,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
5.6,68.2,64.2,69.0
5.0,68.1,64.2,69.0
6.8,68.1,64.2,69.0
6.2,68.1,64.2,69.0
11.3,68.2,64.2,69.0
9.9,68.3,64.2,69.0
8.4,68.2,64.2,69.0
13.7,68.2,64.2,69.0
5.7,68.2,64.2,69.0
8.1,68.2,64.2,69.0
5.0,68.2,64.2,69.0
10.2,68.2,64.2,69.0
12.6,68.4,64.2,69.0
5.7,68.4,64.2,69.0
11.7,68.4,64.2,69.0
18.5,68.4,64.2,69.0
5.7,68.4,64.2,69.0
6.2,68.4,64.2,69.0
5.6,68.4,64.2,69.0
6.8,68.4,64.2,69.0
6.3,68.4,64.2,69.0
8.7,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
8.8,68.1,64.2,69.0
5.6,68.1,64.2,69.0
8.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
13.7,68.1,64.2,69.0
13.8,68.2,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
9.6,68.4,64.2,69.0
7.5,68.4,64.2,69.0
10.6,68.2,64.2,69.0
7.4,68.2,64.2,69.0
13.1,68.2,64.2,69.0
10.6,68.2,64.2,69.0
7.4,68.5,64.2,69.0
21.4,68.5,64.2,69.0
20.2,68.5,64.2,69.0
0.0,68.5,64.2,69.0
12.8,68.5,64.2,69.0
12.3,68.3,64.2,69.0
32.7,68.3,64.2,69.0
51.2,68.3,64.2,69.0
26.5,68.3,64.2,69.0
21.5,68.3,64.2,69.0
34.4,68.1,64.2,69.0
16.3,68.3,64.2,69.0
39.2,68.3,64.2,69.0
18.4,68.3,64.2,69.0
13.7,68.3,64.2,69.0
36.4,68.3,64.2,69.0
29.0,68.3,64.2,69.0
16.4,68.2,64.2,69.0
18.2,68.2,64.2,69.0
19.0,68.2,64.2,69.0
11.0,68.2,64.2,69.0
8.9,68.2,64.2,69.0
18.7,68.2,64.2,69.0
26.5,68.2,64.2,69.0
57.5,68.2,64.2,69.0
37.8,68.2,64.2,69.0
35.0,68.4,64.2,69.0
6.8,68.2,64.2,69.0
13.5,68.4,64.2,69.0
7.4,68.4,64.2,69.0
8.1,68.4,64.2,69.0
6.7,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
18.8,68.4,64.2,69.0
26.7,68.4,64.2,69.0
62.1,68.4,64.2,69.0
21.9,68.4,64.2,69.0
0.0,68.4,64.2,69.0
37.1,68.4,64.2,69.0
43.5,68.2,64.2,69.0
24.1,68.2,64.2,69.0
54.8,68.3,64.2,69.0
61.4,68.3,64.2,69.0
53.4,68.3,64.2,69.0
28.9,68.2,64.2,69.0
23.3,68.2,64.2,69.0
25.5,68.2,64.2,69.0
0.0,68.2,64.2,69.0
20.7,68.2,64.2,69.0
4.9,68.3,64.2,69.0
5.0,68.3,64.2,69.0
5.5,68.3,64.2,69.0
17.4,68.3,64.2,69.0
43.6,68.3,64.2,69.0
32.5,68.3,64.2,69.0
26.4,68.3,64.2,69.0
8.7,68.3,64.2,69.0
9.9,68.3,64.2,69.0
7.5,68.3,64.2,69.0
6.7,68.3,64.2,69.0
4.9,68.3,64.2,69.0
11.7,68.3,64.2,69.0
16.4,68.3,64.2,69.0
31.7,68.3,64.2,69.0
46.3,68.3,64.2,69.0
23.1,68.3,64.2,69.0
61.4,68.3,64.2,69.0
68.1,68.3,64.2,69.0
74.1,68.3,64.2,69.0
31.7,68.5,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
26.3,68.4,64.2,69.0
71.6,68.5,64.2,69.0
21.3,68.5,64.2,69.0
6.2,68.5,64.2,69.0
13.1,68.5,64.2,69.0
7.4,68.5,64.2,69.0
58.9,68.3,64.2,69.0
23.6,68.3,64.2,69.0
46.0,68.3,64.2,69.0
22.7,68.3,64.2,69.0
30.7,68.3,64.2,69.0
27.2,68.4,64.2,69.0
11.7,68.2,64.2,69.0
8.2,68.2,64.2,69.0
12.1,68.2,64.2,69.0
13.4,68.2,64.2,69.0
6.2,68.2,64.2,69.0
8.0,68.2,64.2,69.0
20.9,68.2,64.2,69.0
10.5,68.2,64.2,69.0
6.2,68.2,64.2,69.0
9.3,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
11.3,68.2,64.2,69.0
14.8,68.4,64.2,69.0
30.2,68.3,64.2,69.0
16.6,68.5,64.2,69.0
3.1,68.5,64.2,69.0
5.5,68.5,64.2,69.0
3.8,68.5,64.2,69.0
3.1,68.5,64.2,69.0
11.4,68.5,64.2,69.0
4.9,68.5,64.2,69.0
5.6,68.5,64.2,69.0
7.5,68.6,64.2,69.0
6.3,68.6,64.2,69.0
6.2,68.6,64.2,69.0
6.8,68.6,64.2,69.0
8.0,68.6,64.2,69.0
5.0,68.6,64.2,69.0
5.0,68.6,64.2,69.0
9.8,68.6,64.2,69.0
6.1,68.6,64.2,69.0
6.7,68.6,64.2,69.0
6.2,68.6,64.2,69.0
8.9,68.6,64.2,69.0
5.6,68.6,64.2,69.0
4.9,68.6,64.2,69.0
5.6,68.6,64.2,69.0
5.6,68.6,64.2,69.0
7.9,68.6,64.2,69.0
3.8,68.6,64.2,69.0
4.4,68.6,64.2,69.0
8.0,68.6,64.2,69.0
6.9,68.5,64.2,69.0
5.0,68.5,64.2,69.0
4.4,68.5,64.2,69.0
0.0,68.5,64.2,69.0
5.3,68.5,64.2,69.0
6.9,68.5,64.2,69.0
11.7,68.5,64.2,69.0
6.2,68.5,64.2,69.0
0.0,68.5,64.2,69.0
15.6,68.5,64.2,69.0
17.8,68.5,64.2,69.0
24.8,68.5,64.2,69.0
9.1,68.5,64.2,69.0
15.7,68.5,64.2,69.0
5.7,68.5,64.2,69.0
3.8,68.3,64.2,69.0
9.1,68.3,64.2,69.0
10.6,68.3,64.2,69.0
0.0,68.3,64.2,69.0
10.3,68.3,64.2,69.0
18.4,68.3,64.2,69.0
13.3,68.4,64.2,69.0
18.9,68.4,64.2,69.0
46.3,68.4,64.2,69.0
26.9,68.6,64.2,69.0
34.4,68.5,64.2,69.0
23.5,68.5,64.2,69.0
5.6,68.5,64.2,69.0
8.0,68.5,64.2,69.0
5.6,68.5,64.2,69.0
9.3,68.5,64.2,69.0
7.5,68.3,64.2,69.0
5.6,68.3,64.2,69.0
6.9,68.3,64.2,69.0
8.6,68.3,64.2,69.0
4.3,68.1,64.2,69.0
12.8,68.1,64.2,69.0
17.0,68.1,64.2,69.0
18.0,68.1,64.2,69.0
17.4,68.1,64.2,69.0
13.7,68.3,64.2,69.0
11.6,68.3,64.2,69.0
8.1,68.3,64.2,69.0
6.9,68.3,64.2,69.0
10.6,68.3,64.2,69.0
4.9,68.3,64.2,69.0
6.9,68.3,64.2,69.0
8.5,68.3,64.2,69.0
0.0,68.3,64.2,69.0
7.5,68.3,64.2,69.0
6.2,68.3,64.2,69.0
6.9,68.1,64.2,69.0
7.4,68.1,64.2,69.0
0.0,68.1,64.2,69.0
6.8,68.1,64.2,69.0
12.3,68.5,64.2,69.0
8.0,68.5,64.2,69.0
11.9,68.5,64.2,69.0
29.2,68.7,64.2,69.0
22.0,68.7,64.2,69.0
18.5,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
12.2,68.7,64.2,69.0
5.6,68.5,64.2,69.0
9.1,68.5,64.2,69.0
5.6,68.5,64.2,69.0
5.0,68.5,64.2,69.0
6.2,68.5,64.2,69.0
8.7,68.5,64.2,69.0
7.5,68.5,64.2,69.0
5.0,68.5,64.2,69.0
5.0,68.5,64.2,69.0
8.1,68.5,64.2,69.0
5.5,68.3,64.2,69.0
6.2,68.3,64.2,69.0
3.7,68.3,64.2,69.0
5.6,68.3,64.2,69.0
5.1,68.3,64.2,69.0
8.8,68.7,64.2,69.0
12.1,68.7,64.2,69.0
10.4,68.7,64.2,69.0
27.3,68.6,64.2,69.0
13.7,68.6,64.2,69.0
16.0,68.7,64.2,69.0
18.1,68.7,64.2,69.0
7.5,68.7,64.2,69.0
14.0,68.7,64.2,69.0
8.4,68.6,64.2,69.0
6.8,68.6,64.2,69.0
6.7,68.6,64.2,69.0
4.9,68.6,64.2,69.0
6.9,68.6,64.2,69.0
8.9,68.6,64.2,69.0
10.4,68.6,64.2,69.0
15.3,68.6,64.2,69.0
10.8,68.6,64.2,69.0
11.9,68.6,64.2,69.0
8.8,68.6,64.2,69.0
8.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
6.9,68.6,64.2,69.0
10.0,68.6,64.2,69.0
6.3,68.6,64.2,69.0
10.8,68.2,64.2,69.0
26.7,68.2,64.2,69.0
16.0,68.2,64.2,69.0
18.9,68.5,64.2,69.0
5.7,68.5,64.2,69.0
5.5,68.5,64.2,69.0
5.6,68.5,64.2,69.0
11.0,68.5,64.2,69.0
5.1,68.2,64.2,69.0
6.7,68.2,64.2,69.0
6.1,68.2,64.2,69.0
5.6,68.2,64.2,69.0
5.6,68.2,64.2,69.0
7.5,68.0,64.2,69.0
6.1,68.0,64.2,69.0
9.1,68.0,64.2,69.0
7.5,68.0,64.2,69.0
4.9,68.0,64.2,69.0
4.4,68.0,64.2,69.0
8.2,68.0,64.2,69.0
6.8,68.0,64.2,69.0
9.9,68.0,64.2,69.0
10.4,68.0,64.2,69.0
11.9,68.2,64.2,69.0
17.3,68.4,64.2,69.0
20.3,68.4,64.2,69.0
11.0,68.4,64.2,69.0
8.7,68.4,64.2,69.0
9.3,68.4,64.2,69.0
10.4,68.2,64.2,69.0
8.8,68.2,64.2,69.0
22.2,68.2,64.2,69.0
16.7,68.2,64.2,69.0
16.1,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
0.0,68.3,64.2,69.0
16.1,68.3,64.2,69.0
5.0,68.3,64.2,69.0
4.5,68.3,64.2,69.0
9.7,68.3,64.2,69.0
6.8,68.3,64.2,69.0
7.4,68.3,64.2,69.0
4.4,68.1,64.2,69.0
5.0,68.1,64.2,69.0
27.3,68.1,64.2,69.0
6.9,68.1,64.2,69.0
24.4,68.1,64.2,69.0
10.6,68.0,64.2,69.0
10.4,68.0,64.2,69.0
10.6,68.0,64.2,69.0
6.3,68.0,64.2,69.0
6.1,68.0,64.2,69.0
11.5,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.0,64.2,69.0
0.0,68.1,64.2,69.0
6.5,68.1,64.2,69.0
4.3,68.1,64.2,69.0
3.8,68.1,64.2,69.0
0.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
6.8,68.1,64.2,69.0
5.5,68.1,64.2,69.0
5.1,68.1,64.2,69.0
9.0,68.1,64.2,69.0
4.4,68.1,64.2,69.0
6.1,68.1,64.2,69.0
9.4,68.1,64.2,69.0
24.5,68.1,64.2,69.0
11.0,68.1,64.2,69.0
0.0,68.1,64.2,69.0
15.2,68.1,64.2,69.0
7.0,68.1,64.2,69.0
12.1,68.1,64.2,69.0
17.6,68.3,64.2,69.0
17.6,68.4,64.2,69.0
39.8,68.4,64.2,69.0
30.2,68.3,64.2,69.0
14.7,68.3,64.2,69.0
15.4,68.3,64.2,69.0
22.2,68.3,64.2,69.0
31.0,68.3,64.2,69.0
34.2,68.3,64.2,69.0
87.0,68.3,64.2,69.0
55.0,68.3,64.2,69.0
74.5,68.3,64.2,69.0
33.5,68.3,64.2,69.0
9.2,68.2,64.2,69.0
8.6,68.2,64.2,69.0
50.9,68.2,64.2,69.0
37.0,68.2,64.2,69.0
16.3,68.2,64.2,69.0
58.3,68.0,64.2,69.0
17.2,68.0,64.2,69.0
32.7,68.1,64.2,69.0
47.0,68.1,64.2,69.0
11.4,68.1,64.2,69.0
13.7,68.3,64.2,69.0
18.7,68.3,64.2,69.0
61.6,68.3,64.2,69.0
80.2,68.3,64.2,69.0
91.9,68.3,64.2,69.0
55.8,68.4,64.2,69.0
65.6,68.4,64.2,69.0
70.1,68.4,64.2,69.0
91.4,68.4,64.2,69.0
81.1,68.4,64.2,69.0
43.2,68.4,64.2,69.0
50.9,68.4,64.2,69.0
30.1,68.4,64.2,69.0
25.9,68.3,64.2,69.0
37.3,68.3,64.2,69.0
24.8,68.4,64.2,69.0
50.0,68.6,64.2,69.0
26.6,68.6,64.2,69.0
25.9,68.6,64.2,69.0
23.2,68.6,64.2,69.0
25.9,68.6,64.2,69.0
23.8,68.6,64.2,69.0
24.5,68.6,64.2,69.0
17.6,68.3,64.2,69.0
8.7,68.3,64.2,69.0
15.7,68.3,64.2,69.0
17.0,68.3,64.2,69.0
17.2,68.3,64.2,69.0
11.8,68.3,64.2,69.0
15.5,68.3,64.2,69.0
9.9,68.5,64.2,69.0
26.7,68.5,64.2,69.0
40.4,68.5,64.2,69.0
27.0,68.5,64.2,69.0
15.2,68.5,64.2,69.0
10.5,68.5,64.2,69.0
14.4,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
39.7,68.5,64.2,69.0
59.6,68.5,64.2,69.0
21.0,68.5,64.2,69.0
13.0,68.5,64.2,69.0
17.6,68.5,64.2,69.0
20.0,68.5,64.2,69.0
17.4,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
27.7,68.6,64.2,69.0
13.0,68.5,64.2,69.0
17.1,68.5,64.2,69.0
18.2,68.3,64.2,69.0
6.8,68.3,64.2,69.0
11.7,68.3,64.2,69.0
6.3,68.2,64.2,69.0
6.9,68.2,64.2,69.0
11.7,68.2,64.2,69.0
10.6,68.2,64.2,69.0
6.8,68.2,64.2,69.0
9.3,68.2,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
10.3,68.4,64.2,69.0
10.8,68.4,64.2,69.0
8.2,68.4,64.2,69.0
12.5,68.4,64.2,69.0
12.3,68.4,64.2,69.0
14.3,68.4,64.2,69.0
8.1,68.4,64.2,69.0
8.6,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
13.3,68.6,64.2,69.0
17.9,68.6,64.2,69.0
14.1,68.6,64.2,69.0
8.1,68.6,64.2,69.0
11.9,68.6,64.2,69.0
13.4,68.6,64.2,69.0
25.6,68.6,64.2,69.0
15.2,68.6,64.2,69.0
15.9,68.6,64.2,69.0
21.4,68.6,64.2,69.0
54.4,68.6,64.2,69.0
55.8,68.7,64.2,69.0
28.0,68.7,64.2,69.0
26.5,68.7,64.2,69.0
17.7,68.5,64.2,69.0
9.3,68.5,64.2,69.0
26.8,68.5,64.2,69.0
16.0,68.3,64.2,69.0
10.1,68.4,64.2,69.0
8.6,68.3,64.2,69.0
12.5,68.3,64.2,69.0
26.5,68.4,64.2,69.0
21.8,68.3,64.2,69.0
18.5,68.3,64.2,69.0
18.5,68.3,64.2,69.0
12.3,68.3,64.2,69.0
25.6,68.4,64.2,69.0
19.3,68.4,64.2,69.0
16.5,68.4,64.2,69.0
21.2,68.4,64.2,69.0
18.2,68.4,64.2,69.0
46.0,68.5,64.2,69.0
34.6,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
18.6,68.5,64.2,69.0
27.4,68.5,64.2,69.0
43.4,68.5,64.2,69.0
17.4,68.5,64.2,69.0
21.7,68.6,64.2,69.0
14.0,68.5,64.2,69.0
18.1,68.5,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.6,64.2,69.0
18.6,68.6,64.2,69.0
32.3,68.5,64.2,69.0
17.6,68.6,64.2,69.0
13.8,68.6,64.2,69.0
0.0,68.6,64.2,69.0
13.0,68.6,64.2,69.0
8.6,68.5,64.2,69.0
11.8,68.5,64.2,69.0
10.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
9.4,68.5,64.2,69.0
10.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
7.8,68.5,64.2,69.0
8.9,68.5,64.2,69.0
6.7,68.5,64.2,69.0
20.7,68.5,64.2,69.0
6.3,68.5,64.2,69.0
19.1,68.5,64.2,69.0
15.9,68.7,64.2,69.0
47.2,68.7,64.2,69.0
0.0,68.8,64.2,69.0
0.0,68.8,64.2,69.0
18.0,68.8,64.2,69.0
9.1,68.6,64.2,69.0
13.6,68.6,64.2,69.0
9.8,68.6,64.2,69.0
8.6,68.6,64.2,69.0
9.9,68.6,64.2,69.0
6.8,68.6,64.2,69.0
5.6,68.6,64.2,69.0
13.7,68.6,64.2,69.0
25.6,68.6,64.2,69.0
7.5,68.6,64.2,69.0
9.3,68.4,64.2,69.0
8.8,68.4,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
10.2,68.6,64.2,69.0
6.3,68.6,64.2,69.0
9.9,68.6,64.2,69.0
7.4,68.6,64.2,69.0
8.7,68.6,64.2,69.0
9.4,68.6,64.2,69.0
10.1,68.6,64.2,69.0
8.1,68.6,64.2,69.0
9.3,68.6,64.2,69.0
5.7,68.6,64.2,69.0
6.2,68.6,64.2,69.0
12.4,68.6,64.2,69.0
21.7,68.6,64.2,69.0
7.5,68.6,64.2,69.0
8.0,68.6,64.2,69.0
9.9,68.6,64.2,69.0
13.8,68.6,64.2,69.0
6.4,68.6,64.2,69.0
7.9,68.6,64.2,69.0
16.6,68.6,64.2,69.0
21.7,68.6,64.2,69.0
11.1,68.6,64.2,69.0
6.8,68.6,64.2,69.0
9.8,68.6,64.2,69.0
9.4,68.6,64.2,69.0
6.8,68.6,64.2,69.0
6.3,68.6,64.2,69.0
8.9,68.5,64.2,69.0
9.4,68.5,64.2,69.0
9.3,68.4,64.2,69.0
6.9,68.4,64.2,69.0
21.5,68.3,64.2,69.0
25.9,68.3,64.2,69.0
16.2,68.3,64.2,69.0
8.6,68.3,64.2,69.0
5.0,68.3,64.2,69.0
8.9,68.3,64.2,69.0
12.2,68.3,64.2,69.0
14.3,68.3,64.2,69.0
8.1,68.3,64.2,69.0
7.4,68.3,64.2,69.0
12.4,68.3,64.2,69.0
37.7,68.3,64.2,69.0
14.1,68.3,64.2,69.0
0.0,68.3,64.2,69.0
17.0,68.3,64.2,69.0
16.9,68.3,64.2,69.0
10.5,68.3,64.2,69.0
40.5,68.3,64.2,69.0
16.4,68.3,64.2,69.0
38.0,68.3,64.2,69.0
70.6,68.5,64.2,69.0
21.5,68.5,64.2,69.0
25.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
6.9,68.7,64.2,69.0
10.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
13.9,68.7,64.2,69.0
7.1,68.7,64.2,69.0
10.4,68.7,64.2,69.0
15.2,68.8,64.2,69.0
16.0,68.8,64.2,69.0
12.4,68.8,64.2,69.0
10.5,68.8,64.2,69.0
15.1,68.8,64.2,69.0
19.9,68.6,64.2,69.0
14.4,68.6,64.2,69.0
8.7,68.6,64.2,69.0
9.9,68.6,64.2,69.0
9.4,68.6,64.2,69.0
9.5,68.6,64.2,69.0
10.3,68.6,64.2,69.0
9.3,68.6,64.2,69.0
11.3,68.6,64.2,69.0
9.4,68.5,64.2,69.0
10.5,68.5,64.2,69.0
10.2,68.5,64.2,69.0
15.8,68.5,64.2,69.0
24.1,68.5,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
0.0,68.6,64.2,69.0
42.1,68.6,64.2,69.0
26.4,68.8,64.2,69.0
7.3,68.8,64.2,69.0
5.6,68.8,64.2,69.0
5.0,68.8,64.2,69.0
6.7,68.8,64.2,69.0
6.2,68.8,64.2,69.0
11.2,68.8,64.2,69.0
7.5,68.8,64.2,69.0
8.4,68.8,64.2,69.0
7.6,68.8,64.2,69.0
10.6,68.7,64.2,69.0
8.5,68.7,64.2,69.0
5.6,68.7,64.2,69.0
5.6,68.7,64.2,69.0
4.3,68.7,64.2,69.0
4.4,68.5,64.2,69.0
8.0,68.7,64.2,69.0
8.3,68.7,64.2,69.0
8.0,68.7,64.2,69.0
8.2,68.7,64.2,69.0
5.6,68.7,64.2,69.0
6.8,68.7,64.2,69.0
5.0,68.7,64.2,69.0
3.8,68.7,64.2,69.0
6.1,68.7,64.2,69.0
12.7,68.7,64.2,69.0
6.2,68.7,64.2,69.0
6.8,68.5,64.2,69.0
5.6,68.5,64.2,69.0
11.1,68.5,64.2,69.0
6.9,68.5,64.2,69.0
4.4,68.5,64.2,69.0
8.6,68.5,64.2,69.0
5.5,68.5,64.2,69.0
6.3,68.5,64.2,69.0
3.7,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
0.0,68.5,64.2,69.0
7.0,68.5,64.2,69.0
20.2,68.6,64.2,69.0
61.4,68.6,64.2,69.0
28.0,68.6,64.2,69.0
31.7,68.6,64.2,69.0
6.9,68.6,64.2,69.0
5.6,68.6,64.2,69.0
7.5,68.6,64.2,69.0
11.0,68.4,64.2,69.0
11.2,68.6,64.2,69.0
67.3,68.6,64.2,69.0
35.2,68.6,64.2,69.0
9.8,68.6,64.2,69.0
5.7,68.6,64.2,69.0
6.2,68.6,64.2,69.0
9.8,68.6,64.2,69.0
15.6,68.8,64.2,69.0
50.3,68.8,64.2,69.0
49.1,68.8,64.2,69.0
50.3,68.8,64.2,69.0
26.4,68.8,64.2,69.0
33.1,68.6,64.2,69.0
23.4,68.6,64.2,69.0
18.9,68.6,64.2,69.0
8.6,68.6,64.2,69.0
5.6,68.6,64.2,69.0
12.9,68.6,64.2,69.0
21.6,68.6,64.2,69.0
11.2,68.6,64.2,69.0
22.4,68.6,64.2,69.0
4.9,68.6,64.2,69.0
6.7,68.5,64.2,69.0
6.2,68.5,64.2,69.0
6.3,68.5,64.2,69.0
7.9,68.5,64.2,69.0
5.0,68.5,64.2,69.0
4.4,68.5,64.2,69.0
7.3,68.5,64.2,69.0
3.1,68.5,64.2,69.0
6.3,68.5,64.2,69.0
6.8,68.5,64.2,69.0
8.2,68.2,64.2,69.0
12.0,68.4,64.2,69.0
7.5,68.4,64.2,69.0
6.7,68.4,64.2,69.0
3.7,68.4,64.2,69.0
7.5,68.4,64.2,69.0
10.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
0.0,68.4,64.2,69.0
6.1,68.4,64.2,69.0
5.6,68.4,64.2,69.0
8.1,68.4,64.2,69.0
0.0,68.2,64.2,69.0
0.0,68.2,64.2,69.0
6.2,68.2,64.2,69.0
8.6,68.4,64.2,69.0
7.4,68.4,64.2,69.0
17.1,68.4,64.2,69.0
16.4,68.5,64.2,69.0
8.9,68.5,64.2,69.0
15.0,68.5,64.2,69.0
13.4,68.5,64.2,69.0
18.5,68.5,64.2,69.0
65.7,68.5,64.2,69.0
19.5,68.5,64.2,69.0
42.9,68.6,64.2,69.0
18.6,68.8,64.2,69.0
16.0,68.7,64.2,69.0
24.1,68.7,64.2,69.0
27.3,68.7,64.2,69.0
26.4,68.7,64.2,69.0
32.9,68.8,64.2,69.0
0.0,68.7,64.2,69.0
0.0,68.7,64.2,69.0
43.5,68.7,64.2,69.0
19.5,68.8,64.2,69.0
79.9,68.6,64.2,69.0
43.5,68.6,64.2,69.0
